463,89,700,27,658
464,82,692,12,655
465,68,681,19,657
466,71,673,28,646
467,91,654,25,630
468,94,652,22,618
469,88,646,23,620
470,84,647,24,616
471,95,629,26,621
472,99,643,23,603
473,91,634,24,615
474,92,638,28,600
475,105,615,27,598
476,103,627,32,585
477,106,614,29,600
478,102,633,30,585
479,116,601,41,602
480,139,620,34,577
481,128,622,34,599
482,124,637,38,601
483,142,621,37,603
484,143,639,40,596
485,147,632,37,612
486,151,645,46,608
487,159,646,41,620
488,162,658,51,624
489,173,664,41,630
490,164,680,40,626
491,158,672,43,646
492,168,679,53,635
493,180,676,32,640
494,158,694,48,639
495,169,676,43,656
496,174,694,37,647
497,172,686,50,655
498,190,687,41,647
499,181,697,46,649
500,187,689,52,652
501,199,692,52,653
502,203,701,48,652
503,185,718,51,664
504,175,725,34,672
505,165,716,49,678
506,174,718,29,672
507,146,729,41,678
508,150,715,43,688
509,162,719,46,667
510,167,708,40,669
511,165,711,44,669
512,160,718,33,669
513,149,713,55,674
514,176,702,37,667
515,163,717,48,660
516,163,708,38,685
517,162,724,58,676
518,176,720,32,686
519,154,740,49,686
520,159,730,38,699
521,165,731,60,694
522,191,728,35,692
523,182,736,56,692
524,185,745,40,698
525,192,731,64,716
526,225,747,39,702
527,218,748,67,717
528,233,769,38,715
529,219,767,69,732
530,231,789,38,724
531,212,781,72,750
532,223,811,40,740
533,206,797,73,757
534,218,818,34,748
535,196,804,76,769
536,225,816,40,751
537,218,798,66,762
538,221,825,50,755
539,218,808,63,787
540,227,841,54,772
541,233,820,76,793
542,247,855,43,785
543,213,862,72,810
544,233,862,51,818
545,226,876,71,807
546,233,871,54,822
547,241,868,59,828
548,233,895,53,829
549,239,876,83,845
550,269,898,45,831
551,240,905,78,856
552,258,916,57,860
553,246,929,70,863
554,250,929,60,877
555,262,925,82,877
556,279,942,62,876
557,261,956,65,893
558,245,974,59,915
559,252,967,69,922
560,257,986,47,916
561,230,990,60,938
562,228,1000,57,936
563,232,989,56,939
564,229,998,60,937
565,239,987,60,939
566,232,1006,45,930
567,217,990,57,944
568,220,998,48,936
569,221,983,58,938
570,223,994,44,921
571,217,971,55,929
572,215,986,53,915
573,211,972,57,938
574,212,994,48,915
575,208,967,59,930
576,216,981,46,913
577,209,966,53,926
578,204,984,46,919
579,200,969,47,935
580,190,992,44,921
581,188,967,55,939
582,204,978,50,911
583,193,972,41,925
584,172,987,48,920
585,180,960,48,930
586,182,976,39,910
587,168,963,30,920
588,153,965,23,918
589,113,981,22,916
590,97,954,17,909
591,88,935,27,883
592,87,911,13,868
593,65,903,19,859
594,62,881,11,845
595,62,856,15,821
596,54,844,11,804
597,49,820,16,800
598,59,806,13,778
599,61,789,18,770
600,63,786,7,756
601,48,778,19,754
602,61,760,11,743
603,57,758,15,728
604,51,749,16,729
605,56,740,21,722
606,58,741,14,706
607,64,714,21,716
608,70,731,11,692
609,58,715,23,711
610,68,724,12,694
611,64,710,19,696
612,62,717,12,689
613,57,706,20,691
614,69,699,17,681
615,71,696,18,676
616,70,695,15,673
617,62,696,21,677
618,74,686,13,669
619,67,689,15,662
620,64,680,12,661
621,61,676,19,658
622,68,670,17,649
623,71,663,16,649
624,63,673,10,642
625,49,666,17,649
626,56,659,12,638
627,52,654,9,632
628,40,653,10,630
629,37,643,10,632
630,44,635,12,619
631,47,628,14,615
632,46,630,10,615
633,43,628,14,616
634,47,626,10,615
635,50,622,12,608
636,46,624,7,605
637,41,617,19,608
638,54,614,5,599
639,42,616,21,597
640,57,603,12,599
641,62,606,18,588
642,61,607,16,593
643,67,603,21,595
644,78,605,18,588
645,80,604,20,594
646,81,613,27,591
647,87,612,17,598
648,75,627,18,598
649,71,620,17,611
650,76,623,18,604
651,78,620,20,605
652,75,628,11,602
653,60,628,27,610
654,75,622,11,609
655,65,630,16,604
656,59,626,11,610
657,53,627,21,608
658,68,614,14,604
659,63,623,16,594
660,56,617,14,604
661,61,613,21,603
662,69,616,11,595
663,56,619,23,601
664,63,617,11,605
665,65,614,23,597
666,74,611,12,595
667,67,614,26,599
668,76,616,13,602
669,74,617,18,598
670,77,613,22,603
671,75,627,16,602
672,67,626,15,613
673,69,626,15,609
674,69,624,15,610
675,65,629,18,609
676,65,627,17,618
677,70,630,21,614
678,68,637,15,615
679,60,638,17,622
680,69,630,19,620
681,73,635,25,612
682,81,629,20,621
683,83,639,22,615
684,83,637,17,624
685,73,651,18,624
686,65,650,14,636
687,63,652,19,628
688,67,643,18,629
689,65,649,11,626
690,58,644,20,635
691,62,651,11,629
692,53,649,14,632
693,51,648,16,632
694,56,643,19,628
695,65,638,9,626
696,57,643,21,624
697,60,642,7,631
698,56,642,15,626
699,60,637,11,625
700,54,642,19,631
701,63,641,15,630
702,64,644,15,628
703,57,650,11,634
704,53,649,11,638
705,44,658,11,637
706,48,644,16,642
707,55,651,15,629
708,56,643,15,637
709,63,645,14,631
710,62,646,19,633
711,64,650,10,637
712,57,654,17,639
713,63,650,13,640
714,58,658,19,635
715,59,653,11,642
716,53,659,14,634
717,51,650,12,645
718,46,662,16,634
719,52,644,14,642
720,55,653,14,631
721,51,649,16,640
722,57,650,9,637
723,53,650,18,637
724,61,647,17,641
725,64,655,10,637
726,52,659,15,644
727,56,655,11,645
728,56,656,19,643
729,67,651,12,645
730,60,664,14,641
731,65,650,10,647
732,66,656,23,638
733,72,655,8,643
734,59,664,17,645
735,61,660,14,651
736,61,665,20,648
737,61,668,13,653
738,62,665,21,651
739,68,666,14,648
740,67,663,21,654
741,73,669,16,652
742,75,666,28,658
743,84,677,11,657
744,71,681,27,666
745,76,688,19,668
746,77,686,26,668
747,80,691,17,667
748,81,683,36,675
749,106,686,14,665
750,96,689,26,670
751,93,699,13,673
752,76,703,24,683
753,79,704,11,685
754,66,709,21,685
755,70,702,8,679
756,62,695,24,673
757,68,691,8,673
758,59,690,21,665
759,65,680,11,669
760,60,685,19,666
761,63,682,12,668
762,59,684,17,663
763,63,676,16,668
764,69,678,25,666
765,70,690,11,664
766,60,685,26,677
767,77,686,9,669
768,73,682,29,670
769,84,688,10,674
770,75,693,28,678
771,77,704,10,679
772,68,698,20,686
773,66,708,11,681
774,62,696,18,687
775,66,701,11,680
776,58,699,19,686
777,59,704,12,687
778,61,697,24,685
779,72,698,11,684
780,64,703,16,679
781,59,700,9,689
782,55,702,16,682
783,59,694,7,681
784,50,697,15,675
785,47,693,7,677
786,42,689,13,671
787,45,681,13,671
788,48,681,12,662
789,43,679,5,667
790,37,678,23,670
791,55,675,3,666
792,41,683,13,662
793,43,673,8,670
794,45,676,18,659
795,51,671,11,659
796,50,671,10,658
797,42,676,9,656
798,38,669,14,662
799,41,673,6,654
800,39,662,18,657
801,49,665,10,649
802,46,662,21,655
803,58,664,7,652
804,51,666,23,651
805,62,663,13,654
806,60,669,18,652
807,66,664,8,657
808,51,680,15,650
809,46,670,8,664
810,43,675,10,650
811,43,660,17,647
812,55,652,9,645
813,50,659,10,638
814,45,653,12,649
815,48,658,9,644
816,45,656,8,647
817,37,663,7,648
818,27,665,8,652
819,25,662,3,653
820,21,660,5,649
821,21,654,6,643
822,26,644,10,640
823,31,645,6,634
824,30,641,7,636
825,29,644,6,635
826,27,643,8,635
827,31,639,8,633
828,33,639,7,629
829,28,641,8,629
830,33,632,10,631
831,38,636,3,620
832,27,634,8,628
833,25,638,6,629
834,27,633,10,627
835,28,636,5,623
836,25,631,8,627
837,27,633,5,625
838,22,635,5,627
839,24,630,8,630
840,30,632,11,624
841,33,632,5,625
842,30,633,7,627
843,29,635,4,624
844,23,634,11,627
845,28,633,4,626
846,25,633,9,627
847,29,632,2,626
848,23,634,11,624
849,30,628,3,627
850,29,631,9,622
851,27,633,7,624
852,31,627,7,629
853,30,637,2,617
854,21,628,8,627
855,27,629,4,619
856,27,623,11,618
857,33,623,6,614
858,31,622,11,617
859,34,625,6,617
860,32,625,9,618
861,30,629,5,618
862,28,625,8,620
863,27,629,6,616
864,27,622,7,621
865,27,628,4,615
866,25,621,11,620
867,30,626,3,615
868,26,622,10,619
869,31,624,2,615
870,23,625,12,616
871,33,618,7,617
872,35,622,8,608
873,29,622,9,615
874,28,625,8,616
875,30,622,7,616
876,34,619,8,613
877,29,626,9,613
878,28,623,9,621
879,33,625,5,617
880,31,624,7,618
881,28,628,7,619
882,29,625,8,622
883,28,631,2,615
884,18,627,7,621
885,20,626,2,614
886,15,621,6,614
887,18,617,5,613
888,21,615,10,607
889,23,615,1,607
890,14,617,8,606
891,18,610,1,609
892,18,610,6,603
893,18,609,3,603
894,19,605,8,603
895,21,609,4,598
896,20,603,4,601
897,17,608,0,598
898,8,607,5,603
899,11,605,1,596
900,9,599,4,594
901,9,598,1,588
902,8,590,3,588
903,8,591,1,583
904,9,583,5,583
905,12,585,1,578
906,8,583,3,580
907,8,583,1,579
908,9,579,4,576
909,12,577,2,573
910,11,576,3,573
911,8,579,2,572
912,8,574,3,572
913,10,573,1,567
914,8,570,4,567
915,10,569,0,565
916,7,568,5,563
917,12,563,0,562
918,12,562,5,558
919,17,558,2,557
920,18,558,2,553
921,13,560,2,553
922,9,559,2,554
923,6,559,2,551
924,8,551,4,551
925,11,552,1,541
926,9,544,6,544
927,12,547,0,537
928,6,543,0,540
929,0,546,0,538
930,0,538,0,535
931,0,535,0,530
932,0,530,0,530
933,0,530,0,525
934,0,525,0,525
935,0,525,0,520
936,0,520,0,520
937,0,520,0,516
938,0,516,0,516
939,0,516,0,512
940,0,512,0,512
941,0,512,0,508
942,0,508,0,508
943,0,508,0,504
944,0,504,0,504
945,0,504,0,500
946,0,500,0,500
947,0,500,0,496
948,0,496,0,496
949,0,496,0,492
950,0,492,0,492
951,0,492,0,489
952,0,489,0,489
953,0,489,0,486
954,0,486,0,486
955,0,486,0,483
956,0,483,0,483
957,0,483,0,480
958,0,480,0,480
959,0,480,0,477
960,0,477,0,477
961,0,477,0,474
962,0,474,0,474
963,0,474,0,471
964,0,471,0,471
965,0,471,0,468
966,0,468,0,469
967,0,469,0,466
968,0,466,0,467
969,0,467,0,464
970,0,464,0,465
971,0,465,0,462
972,0,462,0,463
973,0,463,0,460
974,0,460,0,461
975,0,461,0,458
976,0,458,0,459
977,0,459,0,456
978,0,456,0,457
979,0,457,0,454
980,0,454,0,455
981,0,455,0,452
982,0,452,0,453
983,0,453,0,450
984,0,450,0,451
985,0,451,0,448
986,0,448,0,449
987,0,449,0,446
988,0,446,0,447
989,0,447,0,444
990,0,444,0,445
991,0,445,0,442
992,0,442,0,443
993,0,443,0,440
994,0,440,0,441
995,0,441,0,438
996,0,438,0,439
997,0,439,0,436
998,0,436,0,437
999,0,437,0,434
1000,0,434,0,435
1001,0,435,0,432
1002,0,432,0,433
1003,0,433,0,430
1004,0,430,0,431
1005,0,431,0,428
1006,0,428,0,429
1007,0,429,0,426
1008,0,426,0,427
1009,0,427,0,424
1010,0,424,0,425
1011,0,425,0,422
1012,0,422,0,423
1013,0,423,0,420
1014,0,420,0,421
1015,0,421,0,418
1016,0,418,0,419
1017,0,419,0,416
1018,0,416,0,417
1019,0,417,0,414
1020,0,414,0,415
1021,0,415,0,412
1022,0,412,0,413
1023,0,413,0,410
1024,0,410,0,411
1025,0,411,0,408
1026,0,408,0,409
1027,0,409,0,406
1028,0,406,0,407
1029,0,407,0,404
1030,0,404,0,405
1031,0,405,0,402
1032,0,402,0,403
1033,0,403,0,400
1034,0,400,0,401
1035,0,401,0,399
1036,0,399,0,400
1037,0,400,0,398
1038,0,398,0,399
1039,0,399,0,397
1040,0,397,0,398
1041,0,398,0,396
1042,0,396,0,397
1043,0,397,0,395
1044,0,395,0,396
1045,0,396,0,394
1046,0,394,0,395
1047,0,395,0,393
1048,0,393,0,394
1049,0,394,0,392
1050,0,392,0,393
1051,0,393,0,391
1052,0,391,0,392
1053,0,392,0,390
1054,0,390,0,391
1055,0,391,0,389
1056,0,389,0,390
1057,0,390,0,388
1058,0,388,0,389
1059,0,389,0,387
1060,0,387,0,388
1061,0,388,0,386
1062,0,386,0,387
1063,0,387,0,385
1064,0,385,0,386
1065,0,386,0,384
1066,0,384,0,385
1067,0,385,0,383
1068,0,383,0,384
1069,0,384,0,382
1070,0,382,0,383
1071,0,383,0,381
1072,0,381,0,382
1073,0,382,0,380
1074,0,380,0,381
1075,0,381,0,379
1076,0,379,0,380
1077,0,380,0,378
1078,0,378,0,379
1079,0,379,0,377
1080,0,377,0,378
1081,0,378,0,376
1082,0,376,0,377
1083,0,377,0,375
1084,0,375,0,376
1085,0,376,0,374
1086,0,374,0,375
1087,0,375,0,373
1088,0,373,0,374
1089,0,374,0,372
1090,0,372,0,373
1091,0,373,0,371
1092,0,371,0,372
1093,0,372,0,370
1094,0,370,0,371
1095,0,371,0,369
1096,0,369,0,370
1097,0,370,0,368
1098,0,368,0,369
1099,0,369,0,367
1100,0,367,0,368
1101,0,368,0,366
1102,0,366,0,367
1103,0,367,0,365
1104,0,365,0,366
1105,0,366,0,364
1106,0,364,0,365
1107,0,365,0,363
1108,0,363,0,364
1109,0,364,0,362
1110,0,362,0,363
1111,0,363,0,361
1112,0,361,0,362
1113,0,362,0,360
1114,0,360,0,361
1115,0,361,0,359
1116,0,359,0,360
1117,0,360,0,358
1118,0,358,0,359
1119,0,359,0,357
1120,0,357,0,358
1121,0,358,0,356
1122,0,356,0,357
1123,0,357,0,355
1124,0,355,0,356
1125,0,356,0,354
1126,0,354,0,355
1127,0,355,0,353
1128,0,353,0,354
1129,0,354,0,352
1130,0,352,0,353
1131,0,353,0,351
1132,0,351,0,352
1133,0,352,0,350
1134,0,350,0,351
1135,0,351,0,349
1136,0,349,0,350
1137,0,350,0,348
1138,0,348,0,349
1139,0,349,0,347
1140,0,347,0,348
1141,0,348,0,346
1142,0,346,0,347
1143,0,347,0,345
1144,0,345,0,346
1145,0,346,0,344
1146,0,344,0,345
1147,0,345,0,343
1148,0,343,0,344
1149,0,344,0,342
1150,0,342,0,343
1151,0,343,0,341
1152,0,341,0,342
1153,0,342,0,340
1154,0,340,0,341
1155,0,341,0,339
1156,0,339,0,340
1157,0,340,0,338
1158,0,338,0,339
1159,0,339,0,337
1160,0,337,0,338
1161,0,338,0,336
1162,0,336,0,337
1163,0,337,0,335
1164,0,335,0,336
1165,0,336,0,334
1166,0,334,0,335
1167,0,335,0,333
1168,0,333,0,334
1169,0,334,0,332
1170,0,332,0,333
1171,0,333,0,331
1172,0,331,0,332
1173,0,332,0,330
1174,0,330,0,331
1175,0,331,0,329
1176,0,329,0,330
1177,0,330,0,328
1178,0,328,0,329
1179,0,329,0,327
1180,0,327,0,328
1181,0,328,0,326
1182,0,326,0,327
1183,0,327,0,325
1184,0,325,0,326
1185,0,326,0,324
1186,0,324,0,325
1187,0,325,0,323
1188,0,323,0,324
1189,0,324,0,322
1190,0,322,0,323
1191,0,323,0,321
1192,0,321,0,322
1193,0,322,0,320
1194,0,320,0,321
1195,0,321,0,319
1196,0,319,0,320
1197,0,320,0,318
1198,0,318,0,319
1199,0,319,0,317
1200,0,317,0,318
1201,0,318,0,316
1202,0,316,0,317
1203,0,317,0,315
1204,0,315,0,316
1205,0,316,0,314
1206,0,314,0,315
1207,0,315,0,313
1208,0,313,0,314
1209,0,314,0,312
1210,0,312,0,313
1211,0,313,0,311
1212,0,311,0,312
1213,0,312,0,310
1214,0,310,0,311
1215,0,311,0,309
1216,0,309,0,310
1217,0,310,0,308
1218,0,308,0,309
1219,0,309,0,307
1220,0,307,0,308
1221,0,308,0,306
1222,0,306,0,307
1223,0,307,0,305
1224,0,305,0,306
1225,0,306,0,304
1226,0,304,0,305
1227,0,305,0,303
1228,0,303,0,304
1229,0,304,0,302
1230,0,302,0,303
1231,0,303,0,301
1232,0,301,0,302
1233,0,302,0,300
1234,0,300,0,301
1235,0,301,0,299
1236,0,299,0,300
1237,0,300,0,298
1238,0,298,0,299
1239,0,299,0,297
1240,0,297,0,298
1241,0,298,0,296
1242,0,296,0,297
1243,0,297,0,295
1244,0,295,0,296
1245,0,296,0,294
1246,0,294,0,295
1247,0,295,0,293
1248,0,293,0,294
1249,0,294,0,292
1250,0,292,0,293
1251,0,293,0,291
1252,0,291,0,292
1253,0,292,0,290
1254,0,290,0,291
1255,0,291,0,289
1256,0,289,0,290
1257,0,290,0,288
1258,0,288,0,289
1259,0,289,0,287
1260,0,287,0,288
1261,0,288,0,286
1262,0,286,0,287
1263,0,287,0,285
1264,0,285,0,286
1265,0,286,0,284
1266,0,284,0,285
1267,0,285,0,283
1268,0,283,0,284
1269,0,284,0,282
1270,0,282,0,283
1271,0,283,0,281
1272,0,281,0,282
1273,0,282,0,280
1274,0,280,0,281
1275,0,281,0,279
1276,0,279,0,280
1277,0,280,0,278
1278,0,278,0,279
1279,0,279,0,277
1280,0,277,0,278
1281,0,278,0,276
1282,0,276,0,277
1283,0,277,0,275
1284,0,275,0,276
1285,0,276,0,274
1286,0,274,0,275
1287,0,275,0,273
1288,0,273,0,274
1289,0,274,0,272
1290,0,272,0,273
1291,0,273,0,271
1292,0,271,0,272
1293,0,272,0,270
1294,0,270,0,271
1295,0,271,0,269
1296,0,269,0,270
1297,0,270,0,268
1298,0,268,0,269
1299,0,269,0,267
1300,0,267,0,268
1301,0,268,0,266
1302,0,266,0,267
1303,0,267,0,265
1304,0,265,0,266
1305,0,266,0,264
1306,0,264,0,265
1307,0,265,0,263
1308,0,263,0,264
1309,0,264,0,262
1310,0,262,0,263
1311,0,263,0,261
1312,0,261,0,262
1313,0,262,0,260
1314,0,260,0,261
1315,0,261,0,259
1316,0,259,0,260
1317,0,260,0,258
1318,0,258,0,259
1319,0,259,0,257
1320,0,257,0,258
1321,0,258,0,256
1322,0,256,0,257
1323,0,257,0,255
1324,0,255,0,256
1325,0,256,0,254
1326,0,254,0,255
1327,0,255,0,253
1328,0,253,0,254
1329,0,254,0,253
